timestamp,model,train_bal_acc,val_bal_acc,gap,params,features
2026-06-04 15:18:25,CatBoost,0.9629956428387224,0.9605867668104492,0.0024088760282733,"{'iterations': 500, 'learning_rate': 0.1, 'depth': 6, 'verbose': 0, 'auto_class_weights': 'Balanced', 'random_state': 42, 'cat_features': ['spectral_type', 'galaxy_population']}",base + color_indices
2026-06-04 15:23:19,CatBoost,0.9629956428387224,0.9605867668104492,0.0024088760282733,"{'iterations': 500, 'learning_rate': 0.1, 'depth': 6, 'verbose': 0, 'auto_class_weights': 'Balanced', 'random_state': 42, 'cat_features': ['spectral_type', 'galaxy_population']}",base + color_indices (-iz) + coord_dist + alpha_bin + delta_bin
2026-06-04 15:30:33,CatBoost,0.9633348748332564,0.9606849179898074,0.0026499568434491,"{'iterations': 500, 'learning_rate': 0.1, 'depth': 6, 'verbose': 0, 'auto_class_weights': 'Balanced', 'random_state': 42, 'cat_features': ['spectral_type', 'galaxy_population']}",base + color_indices (-iz) + coord_dist
2026-06-04 15:40:41,CatBoost,0.9631046771918252,0.9605724369990076,0.0025322401928175,"{'iterations': 500, 'learning_rate': 0.1, 'depth': 6, 'verbose': 0, 'auto_class_weights': 'Balanced', 'random_state': 42, 'cat_features': ['spectral_type', 'galaxy_population']}",base + color_indices (-iz) + coord_dist + redshift_log
2026-06-04 15:44:04,CatBoost,0.9631046771918252,0.9605724369990076,0.0025322401928175,"{'iterations': 500, 'learning_rate': 0.1, 'depth': 6, 'verbose': 0, 'auto_class_weights': 'Balanced', 'random_state': 42, 'cat_features': ['spectral_type', 'galaxy_population']}",base + color_indices (-iz) + coord_dist + redshift_log (-redshift)
2026-06-04 15:46:59,CatBoost,0.963121963065252,0.9603690712546216,0.0027528918106305,"{'iterations': 500, 'learning_rate': 0.1, 'depth': 6, 'verbose': 0, 'auto_class_weights': 'Balanced', 'random_state': 42, 'cat_features': ['spectral_type', 'galaxy_population']}",base + color_indices (-iz) + coord_dist + redshift_log (-redshift)
2026-06-04 15:54:58,CatBoost,0.9628712154687804,0.96050732654435,0.0023638889244306,"{'iterations': 500, 'learning_rate': 0.1, 'depth': 6, 'l2_leaf_reg': 5, 'verbose': 0, 'auto_class_weights': 'Balanced', 'random_strength': 2, 'random_state': 42, 'cat_features': ['spectral_type', 'galaxy_population']}","base + color_indices (-iz) + coord_dist + redshift_log (-redshift) + (l2_leaf_reg=5, random_strength=2)"
2026-06-04 16:16:39,CatBoost,0.963042642799076,0.9604909694867336,0.0025516733123424,"{'iterations': 500, 'learning_rate': 0.1, 'depth': 6, 'l2_leaf_reg': 5, 'verbose': 0, 'auto_class_weights': 'Balanced', 'random_strength': 2, 'colsample_bylevel': 0.7, 'random_state': 42, 'cat_features': ['spectral_type', 'galaxy_population']}",base + color_indices (-iz) + coord_dist + redshift_log (-redshift)
2026-06-04 16:24:36,CatBoost,0.9666000934389408,0.96144894540441,0.0051511480345306,"{'iterations': 1000, 'learning_rate': 0.05, 'depth': 8, 'verbose': 0, 'auto_class_weights': 'Balanced', 'random_state': 42, 'cat_features': ['spectral_type', 'galaxy_population']}",base + color_indices (-iz) + coord_dist + redshift_log (-redshift)
2026-06-04 17:04:45,CatBoost,0.9664463060275028,0.96133538900584,0.0051109170216626,"{'iterations': 1000, 'learning_rate': 0.05, 'depth': 8, 'verbose': 0, 'auto_class_weights': 'Balanced', 'random_state': 42, 'cat_features': ['spectral_type', 'galaxy_population']}",base + color_indices (-iz) + coord_dist + redshift_log (-redshift) + индикаторы для spectral_type и galaxy_population
2026-06-04 17:19:21,CatBoost,0.9666000934389408,0.96144894540441,0.0051511480345306,"{'iterations': 1000, 'learning_rate': 0.05, 'depth': 8, 'verbose': 0, 'auto_class_weights': 'Balanced', 'random_state': 42, 'cat_features': ['spectral_type', 'galaxy_population']}",base + color_indices (-iz) + coord_dist + redshift_log (-redshift)
2026-06-04 17:35:56,CatBoost,0.9657042872033228,0.9610022091173076,0.0047020780860153,"{'iterations': 1000, 'learning_rate': 0.05, 'depth': 8, 'verbose': 0, 'class_weights': {'GALAXY': np.float64(0.5098256861290664), 'QSO': np.float64(1.642855313591081), 'STAR': np.float64(3.4895979401382915)}, 'random_state': 42, 'cat_features': ['spectral_type', 'galaxy_population']}",base + color_indices (-iz) + coord_dist + redshift_log (-redshift)
2026-06-04 18:02:36,LightGBM,0.9766516962971016,0.964289529314009,0.0123621669830925,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.05, 'max_depth': 6, 'min_child_samples': 20, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 1000, 'n_jobs': None, 'num_leaves': 31, 'objective': None, 'random_state': 42, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'verbose': 100, 'early_stopping_rounds': 50}",base + color_indices (-iz) + coord_dist + redshift_log (-redshift)
2026-06-04 18:04:56,LightGBM,0.9778710890356704,0.9644043213485126,0.0134667676871577,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.05, 'max_depth': 8, 'min_child_samples': 20, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 1000, 'n_jobs': None, 'num_leaves': 31, 'objective': None, 'random_state': 42, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'verbose': 0, 'early_stopping_rounds': 50}",base + color_indices (-iz) + coord_dist + redshift_log (-redshift)
2026-06-04 18:21:12,LightGBM,0.9758976563944008,0.975845579180595,5.20772138057346e-05,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.05, 'max_depth': 8, 'min_child_samples': 20, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 1000, 'n_jobs': None, 'num_leaves': 31, 'objective': None, 'random_state': 42, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'verbose': 0}",base + color_indices (-iz) + coord_dist + redshift_log (-redshift)
2026-06-05 09:42:34,LightGBM,0.987466350714509,0.9871308207341638,0.0003355299803451,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.9, 'importance_type': 'split', 'learning_rate': 0.03, 'max_depth': 10, 'min_child_samples': 10, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 2000, 'n_jobs': None, 'num_leaves': 63, 'objective': None, 'random_state': 42, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'subsample': 0.9, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'verbose': 100}",base + color_indices (-iz) + coord_dist + redshift_log (-redshift)
